umoId,title,artistCreator,description,objectId,_id,photographer,people,appDate,isoDate,origDate,creationPlace,event,latitude,longitude,exhibition,labelTextEnglish,labelTextSpanish,locality,specimenNumber,commonName,scientificName,medium,copyright,creditLine,keyword,restrictionsForAccess,materialsReleaseRecd,permissionsRestrictions,sourceInstitution,infoStatus,institutionDesc,habitatDs,dsLocId,generalLocationDs,thenNowDs,internalNotes,,,,,thumbWidth,thumbHeight,thumbAspectRatio,expandedWidth,expandedHeight,expandedAspectRatio
,OP 15362-764 Fire - Palomar - 1934,"Davis, Edward H.",Man holding a hose near a fire on Palomar Mountain.,OP 15362-764,ds10020,,,1934,1934-00-00,1934,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A man holding a hose near a fire on Palomar Mountain.,Un hombre sosteniendo una manguera cerca de un incendio en el Monte Palomar.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,man holding a hose near a fire on Palomar Mountain.,,,,,175,103,1.69903,1500,885,1.69492
,OP 15362-700 On the Trail - Palomar Mt. - 1918,"Davis, Edward H.",A group of people on horseback riding on a trail near the foot of Palomar Mountain.,OP 15362-700,ds10019,,,1918,1918-00-00,1918,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A group of people on horseback riding on a trail near the foot of Palomar Mountain.,Un grupo de personas a caballo en un sendero cerca del pie del Monte Palomar.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/op-15362-700,,,,,175,102,1.71569,1500,875,1.71429
,OP 15362-467 Theo Bailey Sitting with Cane - Palomar - 1926,"Davis, Edward H.","Theodore 'Theo' O. Bailey, an early Palomar Mountain resident. He sits on a flat rock on the ground and wears a cardigan sweater, collared shirt, hat, pants. He smokes a pipe and holds a cane.",OP 15362-467,ds10018,,,1926,1926-00-00,1926,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,"Theodore 'Theo' O. Bailey, an early Palomar Mountain resident.","Theodore “Theo” O. Bailey, uno de los primeros residentes del Monte Palomar.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/op-15362-467,,,,,175,101,1.73267,1500,867,1.7301
,Op 15362-219 Mrs. Davis at a rock with ancient mortal holes - Mt. Palomar - 1930,"Davis, Edward H.","Anna May Davis sitting on a large rock carved with mortar holes for grinding acorns at Silver Crest, Palomar Mountain.",OP 15362-219,ds10017,,,1930,1930-00-00,1930,"Palomar Mountain, CA",,33.339987,-116.905757,Attic / Coast to Cactus,"Anna May Davis sitting on a large rock with mortar holes used for grinding acorns at Silver Crest, Palomar Mountain.","Anna May Davis sentada sobre una gran roca con agujeros de mortero usados para moler bellotas en Silver Crest, Monte Palomar.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/op-15362-219,,,,,175,100,1.75,1500,858,1.74825
,OP 15362-212 Mr. Francis G. Pease - Palomar Mt. Observatory - East Ridge - 1928,"Davis, Edward H.","Dr. Francis G. Pease at the Mt. Wilson Observatory on Palomar Mountain, east ridge. He stands outdoors, looking through binoculars. Trees in background.",OP 15362-212,ds10016,,,1928,1928-00-00,1928,"Palomar Mountain, CA",,33.356326,-116.864848,Attic / Coast to Cactus,"Dr. Francis G. Pease at the observatory on Palomar Mountain, east ridge.","El Dr. Francis G. Pease en el observatorio en el Monte Palomar, en la cresta este.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,"Dr. Francis G. Pease at the Mt. Wilson Observatory on Palomar Mountain, east ridge. He stands outdoors, looking through binoculars. Trees in background.",,,,,101,175,0.577143,869,1500,0.579333
,81_11428 Palomar Mt. - Picnicking - 1908,,Large group of people picnicking at the base of Palomar Mountain SDHC,81_11428,ds10015,,,1908,1908-00-00,1908,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Large group of people picnicking at the base of Palomar Mountain.,Un grupo grande de gente de picnic en la base del Monte Palomar.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://content.cdlib.org/ark:/13030/kt809nc83g/,,,,,175,110,1.59091,1500,946,1.58562
,SDHC_DS_86 15900-1154_R,"Davis, Edward H.","Irving Davis Jr., Ruth Davis, and an unidentified child standing in front of the Palomar Observatory and facing away from the camera. Scaffolding is set up around the base of the observatory's dome.",86 15900-1154,ds10014,,,1938,1938-00-00,1938,"Palomar Mountain, CA",,33.356326,-116.864848,Attic / Coast to Cactus,"Irving Davis Jr., Ruth Davis, and an unidentified child standing in front of the Palomar Observatory and facing away from the camera.","Irving Davis Jr., Ruth Davis, y un niño no identificado parados en frente del observatorio Palomar mirando en dirección contraria a la cámara.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-1154,,,,,119,175,0.68,1021,1500,0.680667
,86_15900-908 Palomar Mt. - Watts- Billy on Horse - 1918,"Davis, Edward H.",Billy Watts riding a horse and looking up at a large tree missing leaves.,86 15900-908,ds10013,,,1918,1918-00-00,1918,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Billy Watts riding a horse and looking up at a large tree missing leaves.,Billy Watts a caballo y mirando hacia arriba a un árbol deshojado de gran tamaño.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-908,,,,,123,175,0.702857,1052,1500,0.701333
,86_15900-906 Palomar Mt. - Watts- Billy on Horse - 1918,"Davis, Edward H.",Billy Watts on horseback in between two large tree trunks riddled with woodpecker holes.,86 15900-906,ds10012,,,1918,1918-00-00,1918,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Billy Watts on horseback in between two large tree trunks riddled with woodpecker holes.,Billy Watts a caballo entre dos grandes troncos cubiertos de agujeros hechos por los carpinteros belloteros.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-906,,,,,122,175,0.697143,1044,1500,0.696
,Palomar Mt. Trip with Ashtons - Mt. Palomar - 1917,"Davis, Edward H.",Two people standing atop a large rock at the top of Palomar Mountain. Telephone or electrical pole is on the right. Three saddled horses in foreground.,86 15900-858,ds10011,,,1917,1917-00-00,1917,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Two people standing atop a large rock at the top of Palomar Mountain. Telephone or electrical pole is on the right. Three saddled horses in foreground.,Dos personas paradas sobre una roca de gran tamaño en la cima del Monte Palomar. Un poste de teléfono o eléctrico está a la derecha. Tres caballos ensillados en primer plano.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-858,,,,,175,122,1.43443,1500,1044,1.43678
,86_15900-856 Palomar Mt. Trip with Ashtons - Harrison - Nat - 1917,"Davis, Edward H.","A man sitting on a chair outdoors, holding his hat. He is probably Nate Harrison, a long-time Palomar Mountain resident.",86 15900-856,ds10010,,,1917,1917-00-00,1917,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,"A man sitting on a chair outdoors, holding his hat. He is probably Nate Harrison, a long-time Palomar Mountain resident.","Un hombre sentado en una silla afuera, agarrándose el sombrero. Probablemente sea Nate Harrison, un residente de larga data en el Monte Palomar.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-856,,,,,175,120,1.45833,1500,1031,1.4549
,86_15900-853 Palomar Mt. Trip with Ashtons - Group with Flag - Eagle - 1917,"Davis, Edward H.","A man, possibly Edward H. Davis, holding an eagle outside a building. A man and woman on either side of him hold out the eagle's wings. A group of people stand nearby. Large flag hangs behind them.",86 15900-853,ds10009,,,1917,1917-00-00,1917,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,"A man, possibly Edward H. Davis, holding an eagle outside a building. A man and woman on either side of him hold out the eagle's wings.","Un hombre, posiblemente Edward H. Davis, sosteniendo un águila afuera de un edificio. Un hombre y una mujer a cada lado sostienen las alas del águila.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-853,,,,,175,121,1.44628,1500,1033,1.45208
,86_15900-852 Palomar Mt. Trip with Ashtons - Group on Horseback - 1917,"Davis, Edward H.","A group of people on horseback with view of trees, hills behind them.",86 15900-852,ds10008,,,1917,1917-00-00,1917,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,"A group of people on horseback with view of trees, hills behind them.",Un grupo de personas a caballo con la vista de los árboles y colinas detrás de ellos.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-852,,,,,175,140,1.25,1500,1200,1.25
,86_15900-716 Davis - Anna May - Palomar Mt. - 1911,"Davis, Edward H.","A woman, possibly Anna May Davis, sitting on a rock on Palomar Mountain. View of lower landscape in fog.",86 15900-716,ds10007,,,1911,1911-00-00,1911,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,"A woman, possibly Anna May Davis, sitting on a rock on Palomar Mountain. View of lower landscape in fog.","Una mujer, posiblemente Anna May Davis, sentada sobre una roca en el Monte Palomar. Vista del paisaje neblinoso más abajo.",,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,woman,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-716,,,,,175,140,1.25,1500,1200,1.25
,86_15900-714 Palomar Mt. - Horse Drawn Wagon - 1911,"Davis, Edward H.",A horse-drawn wagon on a dirt road beneath oak trees on Palomar Mountain.,86 15900-714,ds10006,,,1911,1911-00-00,1911,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A horse-drawn wagon on a dirt road beneath oak trees on Palomar Mountain.,Una carreta tirada por caballos en un camino de tierra que pasa bajo unos robles en el Monte Palomar.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,horse,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-714,,,,,140,175,0.8,1200,1500,0.8
,86_15900-711 Palomar Mt. - Women on Horseback - Log Cabin - 1911,"Davis, Edward H.",Three women on horseback next to a log cabin along the trail to Palomar Mountain.,86 15900-711,ds10005,,,1911,1911-00-00,1911,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Three women on horseback next to a log cabin along the trail to Palomar Mountain.,Tres mujeres a caballo al lado de una cabaña de troncos en el sendero hacia el Monte Palomar.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-711,,,,,175,140,1.25,1500,1200,1.25
,86_15900-570 Palomar Mt. - Campfire - 1907,"Davis, Edward H.",A group of people eating near a campfire. Small tables in background hold dishes and a pail. Group appears to include Davis' children and an unidentified man and woman.,86 15900-570,ds10004,,,1907,1907-00-00,1907,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A group eating near a campfire. Small tables in background hold dishes and a pail. Group appears to include Davis' children and an unidentified man and woman.,Un grupo comiendo cerca de una fogata. Pequeñas mesas en el fondo donde se apoyan platos y una cubeta. El grupo parece incluir a los hijos de Davis y un hombre y una mujer no identificados.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-570,,,,,175,140,1.25,1500,1200,1.25
,86_15900-567 Davis - Marion - Palomar Mt. - 1907,"Davis, Edward H.",Marion Davis on a fallen tree and leaning over to touch the stream below with a branch.,86 15900-567,ds10003,,,1907,1907-00-00,1907,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Marion Davis on a fallen tree and leaning over to touch the stream below with a branch.,Marion Davis sobre un árbol caído e inclinándose para tocar el arroyo con una rama.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-567,,,,,140,175,0.8,1200,1500,0.8
,86_15900-564 Palomar Mt. - Sleeping Outdoor - 1907,"Davis, Edward H.",Two people sleeping outdoors between two large trees.,86 15900-564,ds10002,,,1907,1907-00-00,1907,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,Two people sleeping outdoors between two large trees.,Dos personas durmiendo al aire libre entre dos árboles de gran tamaño.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,"forest, camping",See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-564,,,,,175,140,1.25,1500,1200,1.25
,86_15900-556 Palomar Mt. - Forest - 1906,"Davis, Edward H.",A fallen tree over a small creek in the forest on Palomar Mountain.,86 15900-556,ds10001,,,1906,1906-00-00,1906,"Palomar Mountain, CA",,33.3633675,-116.8355789,Attic / Coast to Cactus,A fallen tree over a small creek in the forest on Palomar Mountain.,Un árbol caído sobre un pequeño arroyo en el bosque en el Monte Palomar.,,,,,,"© San Diego History Center. The images from the Edward H. Davis Collection are the copyrighted property of the San Diego History Center. Images may not be transmitted, stored, copied, or reproduced without written permission. If you need an image for reproduction purposes, click here for a reproduction order form. All image use, other than home, business display, or research will have an additional use fee. It is the policy of SDHC, a non-profit museum, to charge licensing fees for the use of these images which helps fund ongoing efforts to care for our collection and make it available to the public. If you would like to obtain permission to use these images, please contact us atcollections@sandiegohistory.org or 619-232-6203 x 127.",San Diego History Center,forest,See SDHC license,License by SDHC on file,,,,,Mountains,10,Palomar Mountain,,http://www.sandiegohistory.org/davis/collection/8615900-556,,,,,140,175,0.8,1200,1500,0.8
,"El Morro Beach, Laguna Beach, circa 1950",,"El Morro Beach, Laguna Beach, circa 1950",11212500736_ccb5e5a18e_o,ds09005,tdlucas5000,,1950,1950-00-00,ca. 1950,"El Morro Beach, Laguna Beach, CA",,33.585339,-117.801834,Attic / Coast to Cactus,El Morro Beach.,El Morro Beach.,,,,,,Orange County Archives,Photo courtesy Orange County Archives.,,"There are no known copyright restrictions on this image. All future uses of this photo should include the courtesy line, ""Photo courtesy Orange County Archives.""",,https://creativecommons.org/licenses/by/2.0/,,,,Coast,9,Orange County,,https://www.flickr.com/photos/ocarchives/11212500736/,,,,,175,112,1.5625,1500,962,1.55925
,,,cool blue guy.,9540118457_b7a396c4f4_o,ds09004, Lisa Cox/USFWS,,8/18/2013,8/18/2013,8/18/2013,"Los Alamitos, CA",,33.8002669,-118.0627104,Attic / Coast to Cactus,A cool blue Dragonfly.,Una libélula azul.,,,,,,"(CC) tdlucas5000, Creative Commons License 2.0",tdlucas5000,dragonfly,https://creativecommons.org/licenses/by-sa/2.0/,,https://creativecommons.org/licenses/by-sa/2.0/,,,,Coast,9,Orange County,,https://www.flickr.com/photos/tdlucas5000/9540118457,,,,,175,109,1.6055,1500,938,1.59915
,,,Light-footed clapper rails being release on Seal Beach National Wildlife Refuge,6241296664_14c72581b3_o,ds09003,,,9/29/2011,9/29/2011,9/29/2011,"Seal Beach National Wildlife Refuge, CA",,33.7552454,-118.078925,Attic / Coast to Cactus,Light-footed Clapper Rails being released on Seal Beach National Wildlife Refuge.,Rascones picudos siendo liberados en el Refugio Nacional de Vida Silvestre de Seal Beach.,,,,,,"(CC) U.S. Fish & Wildlife Service, Creative Commons 2.0 License",Lisa Cox/U.S. Fish & Wildlife Service,"endangered, clapper rail, wetland",https://creativecommons.org/licenses/by/2.0/,,,,,,Coast,9,Orange County,,https://www.flickr.com/photos/usfws_pacificsw/6241296664/in/set-72157625068637776/,,,,,175,117,1.49573,1500,1000,1.5
,"Storm damage, Sunset Beach, Sept. 1939",,"Storm damage, Sunset Beach, Sept. 1939",5013005348_a62376d639_o,ds09002,,,9/1/1939,1939-09-00,9/1/1939,"Sunset Beach, Huntington Beach, CA",,33.7164069,-118.0689517,Attic / Coast to Cactus,Storm damage on Sunset Beach.,Daños ocasionados por la tormenta en Sunset Beach.,,,,,,Orange County Archives,Photo courtesy Orange County Archives,"storm, damage","There are no known copyright restrictions on this image. All future uses of this photo should include the courtesy line, ""Photo courtesy Orange County Archives.""",,https://creativecommons.org/licenses/by/2.0/,,,,Coast,9,Orange County,,https://www.flickr.com/photos/ocarchives/5013005348/,,,,,175,100,1.75,1500,861,1.74216
,"Women artists, Laguna Beach [graphic]",,"Four women are enjoying watermelons while camping and painting in a eucalyptus grove in Laguna Beach. Canvases, paint brushes and palettes are on a box in front of the seated women. A metal camp stove is in front of the tent and pans hang from a nearby tree. To the right is a carriage, sans horse.",74114,ds09001,"Wieslander, Albert Everett",,189u,189u-00-00,ca. 189u,"Laguna Beach, CA",,33.5482831,-117.774753,Attic / Coast to Cactus,Four women enjoy watermelons while camping and painting in a Eucalyptus grove in Laguna Beach.,Cuatro mujeres disfrutan comiendo sandías mientras acampan y pintan en una arboleda de eucaliptos en Laguna Beach.,,,,,,Los Angeles Public Library,Los Angeles Public Library Security Pacific National Bank Collection,"artist, beach, camping",http://www.lapl.org/collections-resources/photo-order-info,,,,,,Coast,9,Orange County,,http://photos.lapl.org/carlweb/jsp/FullRecord?databaseID=968&record=69&controlNumber=4774278,,,,,175,110,1.59091,1500,940,1.59574
,,,"Looking south. Shows bigcone spruce in ravine. Black oak woodland at top of slope. Chaparral, Quercus dumosa and Ceanothus divaricatus. At the right this chaparral has replaced fire destroyed woodland of coast live and Engelmann oak.",VTM00007881a_k,ds08005,,,1931,1931-00-00,1931,"Ramona, CA",,33.0352805,-116.8701971,Attic / Coast to Cactus,"Looking south. Shows Bigcone Spruce in ravine. Black oak woodland at top of slope. At the right, chaparral has replaced fire-destroyed woodland of Coast Live Oak and Engelmann Oak.","Mirando al sur. Se ven douglasias en el barranco y un bosque de encinos en la cima de la cuesta. A la derecha, el chaparral ha reemplazado al bosque de encinos verdes y Engelmann Oaks destruido por el fuego.",,,,,,not subject to copyright,"Marian Koshland Bioscience and Natural Resources Library, University of California, Berkeley, www.lib.berkeley.edu/BIOS/vtm/.",,"These images from the Wieslander Vegetation Type Mapping (VTM) Collection are in the public domain. As such they are not subject to copyright and no permission is necessary to download them or use them as you wish. However, we would appreciate any use of this site be noted with the phrase: ""Images from the Wieslander Vegetation Type Mapping Collection are courtesy of the Marian Koshland Bioscience and Natural Resources Library, University of California, Berkeley, www.lib.berkeley.edu/BIOS/vtm/."" We would also appreciate being notified when materials from this site are used in other sites or publications. Please use our Comment Form.",,,,,,Chaparral?,8,North San Diego County,,http://digitalassets.lib.berkeley.edu/vtm/ucb/images/VTM00007881a_k.jpg,,,,,175,109,1.6055,1500,938,1.59915
