"umoId","title","artistCreator","description","objectId","_id","photographer","people","date","creationPlace","event","latitude","longitude","exhibition","labelTextEnglish","labelTextSpanish","locality","specimenNumber","commonName","scientificName","family","genus","species","medium","projectCode","projectName","notes","copyright","creditLine","keyword","restrictionsForAccess","materialsReleaseRecd","permissionsRestrictions","sourceInstitution","infoStatus","institutionDesc","habitatDs","dsLocId","generalLocationDs","thenNowDs","internalNotes"
"","Terns swarm the salt ponds on San Diego Bay NWR in June","","Terns swarm the salt ponds on San Diego Bay NWR in June. An Elegant tern (ELTE) colony on the San Diego Bay NWR, made up of about 10,000 nests. This is only one of the main levees they nest on each year. This year (2010) was a record-breaking year for ELTE's","6589166357_fb2e769763_o","ds13023","Brian Collins","","2010-Jun-02","San Diego Bay National Wildlife Refuge, CA","","32.5983148","-117.1229822","Attic Section","Terns swarm the salt ponds on San Diego Bay National Wildlife Refuge in June.","","","","","","","","","","16","Coast to Cactus","","(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0","Brian Collins/U.S. Fish and Wildlife Service","bird, tern","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/usfws_pacificsw/6589166357/in/set-72157625068637776/"
"","Long-billed curlew","","A long-billed curlew takes a stroll while searching for mollusks and crustaceans along the tideline near the US/Mexico border fence on Borderfield State Park.","6588890703_87b68d4ae6_o","ds13022","Rinus Baak","","2011-Jul-18","Border Field State Park, San Diego, CA","","32.544702","-117.122063","Attic Section","A long-billed curlew takes a stroll while searching for mollusks and crustaceans along the tideline near the US/Mexico border fence on Border Field State Park.","","","","","","","","","","16","Coast to Cactus","","(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0","Rinus Baak/U.S. Fish and Wildlife Service","curlew, bird","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/usfws_pacificsw/6588890703/in/set-72157625068637776/"
"","Light-footed clapper rail receives leg band","","Light-footed clapper rail receives leg band. Carlsbad Fish & Wildlife Service biologist, Erin McCarthy, holds an endangered light-footed clapper rail while it receives a leg band before being released into the wild July 19, 2011, at the San Diego River Channel, San Diego, CA. This bird was captive bred in a clapper rail recovery program. The recovery program is a partnership between three breeding centers, along with the USFWS, U.S. Navy, the Port of San Diego, the California Department of Fish and Game and independent wildlife biolgists.","5959315150_b8dcdc6631_o","ds13021","Stephanie Weagley/USFWS","Erin McCarthy","2011-Jul-18","San Diego, CA","","32.7581047","-117.2494814","Attic Section","Carlsbad Fish & Wildlife Service biologist, Erin McCarthy, holds an endangered light-footed clapper rail while it receives a leg band before being released into the wild.","","","","","","","","","","16","Coast to Cactus","","(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0","Stephanie Weagley/U.S. Fish and Wildlife Service","clapper rail, endangered, wetland, bird","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/usfws_pacificsw/5959315150/in/set-72157625068637776/"
"","van Rossem's gull-billed tern,","","van Rossem's gull-billed tern. They are a medium-sized migratory seabird that feed on a variety of small prey items, including crabs, lizards, insects, chicks of other bird species, and fish. They are also a ground-nesting species whose nests consist of shallow scrapes with pieces of rocks, shells, or fish bones.","5759704018_f35a279008_o","ds13020","Eric Kershner","","2010-May-12","San Diego Bay National Wildlife Refuge, CA","","32.5983148","-117.1229822","Attic Section","Van Rossem's gull-billed tern are a medium-sized migratory seabird that feed on a variety of small prey items, including crabs, lizards, insects, chicks of other bird species, and fish.","","","","","","","","","","16","Coast to Cactus","","(CC) U.S. Fish and Wildlife Service, Creative Commons License 2.0"," Eric Kershner/U.S. Fish and Wildlife Service","tern, bird","https://creativecommons.org/licenses/by/2.0/","","https://creativecommons.org/licenses/by/2.0/","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/usfws_pacificsw/5759704018/in/set-72157625068637776/"
"","","","Mr. Wright hunting beetles.","A28_001 Imperial beach beetle hunting 1","ds13019","","","1925-May-02","Imperial Beach, CA","","32.5628648","-117.1164069","Attic Section","Mr. Wright hunting beetles for the San Diego Natural History Museum.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","beetle","","","","","","","Coast","13","San Diego - Coast","","San Diego Natural History MuseumRare Book Room page scan A28"
"","","","Dog surfing competition at Imperial Beach.","SBard_ImperialBeachdogsurfing","ds13018","Susanne Clara Bard","","2013","Imperial Beach, CA","","32.5628648","-117.1164069","Attic Section","Only in San Diego: a dog surfing competition is held every year at Imperial Beach.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","dog","Need release","","","","","","Coast","13","San Diego - Coast","",""
"","","","The Coronado Bridge is over 2 miles long.","SBard_CoronadoBridge","ds13017","Susanne Clara Bard","","2013","Coronado Island, CA","","32.6463448","-117.1735194","Attic Section","The Coronado Bridge connects San Diego and Coronado Island. It is over two miles long.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","bridge","Need release","","","","","","Coast","13","San Diego - Coast","",""
"","","","Toby Vinje tests the waters at Coronado Beach.","SBard_CoronadoBeach04","ds13016","Susanne Clara Bard","","2013","Coronado Island, CA","","32.6463448","-117.1735194","Attic Section","Toby Vinje tests the waters at Coronado Beach.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","beach, children","Need release","","","","","","Coast","13","San Diego - Coast","",""
"","","","The Vinjes look out on the Pacific Ocean after a big storm.","SBard_AfterTheStorm","ds13015","Susanne Clara Bard","","2014","Sunset Cliffs, San Diego, CA","","32.727287","-117.2509864","Attic Section","The Vinjes look out on the Pacific Ocean after a big storm.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","storm","Need release","","","","","","Coast","13","San Diego - Coast","",""
"","","","Sunset at Cabrillo National Monument.","SBard_Cabrillo","ds13014","Susanne Clara Bard","","2014","Cabrillo National Monument, Point Loma, CA","","32.6728385","-117.2411559","Attic Section","Sunset at Cabrillo National Monument.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","sunset","Need release","","","","","","Coast","13","San Diego - Coast","",""
"","","","Big lobster caught by Tom Guydos off Sunset Cliffs in Ocean Beach (spearfishing).","SDHNM_Randerson_004","ds13013","","Tom Guydos","1954","Ocean Beach, San Diego, CA","","32.727287","-117.2509864","Attic Section","Big lobster caught by Tom Guydos off Sunset Cliffs in Ocean Beach while spearfishing.","","","","","","","","","","16","Coast to Cactus","","© Susan Randerson","Susan Randerson","lobster","","Y","","","","","Coast","13","San Diego - Coast","",""
"","","","The San Diego River is normally quite dry, but after the storm of April 5, 1926, quite a head of water was running under Old Town Bridge.","A31_001 San diego river high water 1926","ds13012","","","1926","San Diego, CA","","32.7525667","-117.2027521","Attic Section","The San Diego River is normally quite dry, but after the storm of April 5, 1926, quite a head of water was running under the Old Town Bridge.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","river","","","","","","","Coast","13","San Diego - Coast","","San Diego Natural History Museum Rare Book Room Page Scan A31"
"","","","Portion of business section and harbor, San Diego, California, 1911","3b46755u","ds13011","","","1911","San Diego, CA","","32.6837881","-117.1218014","Attic Section","A portion of San Diego's business section and harbor.","","","","","","","","","","16","Coast to Cactus","","Library of Congress/Copyright by Arcade View Co.","Library of Congress Prints and Photographs Division","harbor, aerial","Check - Copyright listed as: ""by Arcade View Co.""","","","","","","Coast","13","San Diego - Coast","","http://www.loc.gov/pictures/item/91787430/"
"","","","Sign Welcome to San Diego. California","8c00331u","ds13010","Lee, Russell","","1941","Old Town, San Diego, CA","","32.7537206","-117.1953484","Attic Section","""Welcome to San Diego, California"" sign.","","","","","","","","","","16","Coast to Cactus","","Library of Congress Farm Security Administration/Public Domain","Library of Congress Farm Security Administration","San Diego","No known restrictions. For information, see U.S. Farm Security Administration/Office of War Information Black & White Photographs(http://www.loc.gov/rr/print/res/071_fsab.html)","","","","","","Coast","13","San Diego - Coast","","http://www.loc.gov/pictures/item/fsa2000019597/PP/"
"","","","Mission Beach at sunset.","SBard_MissionBeach03","ds13009","Susanne Clara Bard","","2014","Mission Beach, San Diego, CA","","32.7752065","-117.2491349","Attic Section","Mission Beach at sunset.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","beach","Need release","","","","","","Coast","13","San Diego - Coast","",""
"","","","Hotel Del Coronado","4a32222u","ds13008","Detroit Publishing Co.","","1899","Coronado Island, CA","","32.6463448","-117.1735194","Attic Section","The Hotel Del Coronado.","","","","","","","","","","16","Coast to Cactus","","Library of Congress/Copyright deposit, State Historical Society of Colorado; 1949.","Library of Congress","hotel","""No known restrictions on publication."" Copyright deposit. State Historical Society of Colorado; 1949.","","","","","","Coast","13","San Diego - Coast","THEN?","http://www.loc.gov/pictures/item/det1994008831/PP/  get more details on photo"
"","","","Tijuana Estuary","JMelli46_13926644414_6a0c236dd1_o","ds13007","Jim Melli","","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic Section","Tijuana Estuary.","","","","","","","","","","16","Coast to Cactus","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926644414/in/set-72157644127089763  get more details on photo"
"","","","Tijuana Estuary","JMelli46_13926648264_ff770fe58d_o","ds13006","Jim Melli","","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic Section","Tijuana Estuary.","","","","","","","","","","16","Coast to Cactus","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926648264/in/set-72157644127089763  get more details on photo"
"","","","Tijuana Estuary","JMelli46_13926264333_61efaabb76_o","ds13005","Jim Melli","","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic Section","Tijuana Estuary.","","","","","","","","","","16","Coast to Cactus","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926264333/in/set-72157644127089763 get more details on photo"
"","","","Tijuana Estuary","JMelli46_13926215605_536d7dd402_o","ds13004","Jim Melli","","2014-Apr-11","Tijuana Estuary, Imperial Beach, CA","","32.551019","-117.111768","Attic Section","Tijuana Estuary.","","","","","","","","","","16","Coast to Cactus","","©Jim Melli","Jim Melli","estuary","Need release","","","","","","Coast","13","San Diego - Coast","","https://www.flickr.com/photos/melli46/13926215605/in/set-72157644127089763 get more details on photo"
"11670862","","","Girl Scouts on a nature walk at Coronado.","walk beach ch5","ds13003r","Inspired by Nature Book","","1922/1932","Coronado Island, CA","","32.6463448","-117.1735194","Attic Section","Girl Scouts on a nature walk at Coronado.","","","","","","","","","","16","Coast to Cactus","","?","San Diego Natural History Museum","beach","","","","","","","Coast","13","San Diego - Coast","","San Diego Natural History Museum Date is approximate 1947-63"
"","","","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","SBard_CoronadoBeachSandcastles02","ds13002","Susanne Clara Bard","","2013","Coronado Island, CA","","32.6463448","-117.1735194","Attic Section","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","children, beach","Need release","","","","","","Coast","13","San Diego - Coast","NOW1",""
"","","","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","94_19136-119 Children building a sand castle on a beach in Coronado 1925_R","ds13001r","","","1925","Coronado Island, CA","","32.6463448","-117.1735194","Attic Section","Children built sandcastles on Coronado Island's golden sands back in 1925 much as they do today.","","","","","","","","","","16","Coast to Cactus","","© San Diego History Center","San Diego History Center","children, beach","Need permissions","","","","","","Coast","13","San Diego - Coast","THEN1","Then photo to go with Now sandcastle building"
"","Lake Cuyamaca","","Lake Cuyamaca","8169786935_2eb562c679_o","ds02038","Michael Field","","2008-May-08","Lake Cuyamaca, CA","","32.986832","-116.583345","Attic Section","Lake Cuyamaca.","","","","","","","","","","16","Coast to Cactus","","© Michael Field","© Michael Field","lake, hike","Staff","","Need release","","","","Mountains","2","Cleveland National Forest","","https://www.flickr.com/photos/minkfink58/8169786935/in/set-72157630548870258"
"","Hesperoyucca whipplei","","Hesperoyucca whipplei","WS000226_R","ds02037","Joe Barth","","2011-Jun-12","Laguna Junction, CA","","32.8094954","-116.5125171","Attic Section","Chaparral yucca, Hesperoyucca whipplei.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","flower","","","","","","","Mountains","2","Cleveland National Forest","","http://sdplantatlas.org/SD_SelectedPhotoDisplay.aspx?n=12439"
"","Golden-Bowl Mariposa Lily","","Golden-Bowl Mariposa Lily, Calochortus concolor","KB00544_R","ds02036","Ken Bowles","","2004-May-05","Descanso, CA","","32.8528282","-116.6158525","Attic Section","Golden-Bowl Mariposa Lily, Calochortus concolor.","","","","","","","","","","16","Coast to Cactus","","© San Diego Natural History Museum","San Diego Natural History Museum","flower","","","","","","","Mountains","2","Cleveland National Forest","","http://sdplantatlas.org/SD_SelectedPhotoDisplay.aspx?n=3826"
"","Desert overlook","","Mountains overlooking the Borrego desert before the 2013 Laguna fire.","SBard_PacificCrestTrail01","ds02035","Susanne Clara Bard","","2013","Laguna Mountains, CA","","32.8528282","-116.6158525","Attic Section","We visited the Laguna Mountains in 2013. Not long after that, fire ravaged the area, including where the Pacific Crest Trail meets up with Highway S1 at the desert overlook.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","© Susanne Clara Bard","fire, Laguna","Staff","","","","","","Mountains","2","Cleveland National Forest","THEN2","Susanne Clara Bard/possible ""then"" photo"
"","Pacific Crest Trail","","Max and Toby on the Pacific Crest Trail before the 2013 Laguna fire.","SBard_PacificCrestTrail2013_02","ds02034","Susanne Clara Bard","","2013","Laguna Mountains, CA","","32.8528282","-116.6158525","Attic Section","Max and Toby on the Pacific Crest Trail before the 2013 Laguna fire.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","© Susanne Clara Bard","hike","Staff","","Need release","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Lupin","","A lupine on a little hike in the woods near Laguna Meadows.","SBard_Lupine Mt Laguna2014","ds02033","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8528282","-116.6158525","Attic Section","A lupin on a little hike in the woods near Laguna Meadows.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","© Susanne Clara Bard","flower","Staff","","Need release","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Garnet Peak","","Noa and Zoe Kaufhold and C. Paul Majors at Garnet Peak.","SDNHM_MajorsCPaul_006","ds02032","","","2010","Garnet Peak, Laguna Mountains, CA","","32.9256025","-116.458072","Attic Section","Noa and Zoe Kaufhold and C. Paul Majors at Garnet Peak.","","","","","","","","","","16","Coast to Cactus","","© C. Paul Majors","© C. Paul Majors","hike","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","C. Paul Majors"
"","Hiking to Three Sisters Falls","","Noa and Zoe Kaufhold and C. Paul Majors sitting on a rock during a hike to Three Sisters Falls.","SDNHM_MajorsCPaul_005","ds02031","","","2009","Three Sisters Falls, CA","","32.971054","-116.688326","Attic Section","Noa and Zoe Kaufhold and C. Paul Majors sitting on a rock during a hike to Three Sisters Falls.","","","","","","","","","","16","Coast to Cactus","","© C. Paul Majors","© C. Paul Majors","hike","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","C. Paul Majors"
"","Hiking to Three Sisters Falls","","Noa and Zoe Kaufhold and C. Paul Majors hiking to Three Sisters Falls.","SDNHM_MajorsCPaul_004","ds02030","","","2009","Three Sisters Falls, CA","","32.971054","-116.688326","Attic Section","Noa and Zoe Kaufhold and C. Paul Majors hiking to Three Sisters Falls.","","","","","","","","","","16","Coast to Cactus","","© C. Paul Majors","© C. Paul Majors","hike","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","C. Paul Majors"
"","Camping at Laguna Mountain","","Camping at Laguna Mountain.","SDHNM_UriA_003","ds02029","","","1992","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Camping at Laguna Mountain.","","","","","","","","","","16","Coast to Cactus","","© Ann Uri","© Ann Uri","camp","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Ann Uri"
"","Laguna Mountain meadow","","My grandkids in Laguna Mountain meadow.","SDHNM_UriA_002","ds02028","","","1992","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","My grandkids in Laguna Mountain meadow.","","","","","","","","","","16","Coast to Cactus","","© Ann Uri","© Ann Uri","Laguna","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Ann Uri"
"","Camp Wolahi","","Here are us Camp Fire girls at Camp Wolahi. The camp burned down during the Cedar Fire of 2003 and has not been rebuilt.","SDHNM_Randerson_007","ds02027","","","1945","Lake Cuyamaca, CA","","32.986832","-116.583345","Attic Section","Here are us Camp Fire girls at Camp Wolahi. The camp burned down during the Cedar Fire of 2003 and has not been rebuilt.","","","","","","","","","","16","Coast to Cactus","","© Sue Randerson","© Sue Randerson","camp","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Sue Randerson"
"","Camp Wolahi","","My first time away from home was camping at Camp Wolahi in Cuyamaca.","SDHNM_Randerson_006","ds02026","","","1945","Lake Cuyamaca, CA","","32.986832","-116.583345","Attic Section","My first time away from home was camping at Camp Wolahi in Cuyamaca.","","","","","","","","","","16","Coast to Cactus","","© Sue Randerson","© Sue Randerson","camp","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Sue Randerson"
"","Family hike","","My dad, Wig Fletcher, leading his family on a hike to the top of Stonewall Peak in Cuyamaca. It was steep but the view was great!","SDHNM_Randerson_003","ds02025","","Wig Fletcher","1978","Stonewall Peak, Cuyamaca, CA","","32.9608805","-116.5714077","Attic Section","My dad, Wig Fletcher, leading his family on a hike to the top of Stonewall Peak in Cuyamaca. It was steep but the view was great!","","","","","","","","","","16","Coast to Cactus","","© Sue Randerson","© Sue Randerson","hike","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Sue Randerson"
"","Skiing","","A group of us friends went cross-country skiing in the backcountry mountains. I had rented my skis and poles and was a real novice, especially when coming down the hills between the trees. Finally it was time for lunch. Tom Stump and I found a rock to sit on while I snapped this photo. Soon he offered it to his girlfriend who later became his intrepid wife - always off doing ""outdoorsy""-type activities even now, 42 years later.","SDHNM_HahnH_002","ds02024","Heidi Hahn","Tom Stump","1972","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","A group of us friends went cross-country skiing in the backcountry mountains. I was a real novice, especially when coming down the hills between the trees. Finally it was time for lunch. Tom Stump and I found a rock to sit on while I snapped this photo.","","","","","","","","","","16","Coast to Cactus","","© Heidi Hahn","© Heidi Hahn","ski","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Heidi Hahn"
"","Fire damage","","We first visited the Laguna mountains in 2013, soon after moving to San Diego. Not long after that, fire ravaged the same areas we had visited, including where the Pacific Crest Trail meets up with Highway S1 at the overlook above Anza-Borrego. I came back in 2014 to take this picture.","SBard_Laguna Vista after 2013 fire June 1 2014","ds02023","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","We first visited the Laguna Mountains in 2013, soon after moving to San Diego. Not long after that, fire ravaged the same areas we had visited, including where the Pacific Crest Trail meets up with Highway S1 at the desert overlook. I came back in 2014 to take this picture.","","","","","","","","","","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","fire, Laguna","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Moon and pines","","The moon was hovering over the top of a pine tree near the end of our hike through Laguna Meadows.","SBard_tree moon Mt Laguna 2014","ds02022","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","The moon was hovering over the top of a pine tree near the end of our hike through Laguna Meadows.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","pine, moon, tree","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Big Lake Laguna","","3-year-old Toby Vinje enjoying a hike by Big Lake Laguna during his brother's kindergarten camping trip.","SBard_Toby Lake Laguna 2014","ds02021","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","3-year-old Toby Vinje enjoying a hike by Big Lake Laguna during his brother's kindergarten camping trip.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","lake, hike","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Fort in the woods","","My family was hiking the Laguna Meadow loop trail when we came upon this little fort that someone had erected in the woods.","SBard_Toby fort Mt Laguna 2014","ds02020","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","My family was hiking the Laguna Meadow loop trail when we came upon this little fort that someone had erected in the woods.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","Laguna","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Thistle","","A thistle near Big Laguna Lake during a dayhike.","SBard_Thistle Mt Laguna 2014","ds02019","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","A thistle near Big Laguna Lake during a day hike.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","Laguna","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Moon and meadow","","Moon over Laguna Meadow.","SBard_Mt Laguna Moon2014","ds02018","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Moon over Laguna Meadow.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","Laguna","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Moon and pines","","Moon and pine trees during a family dayhike in Laguna Meadow.","SBard_Laguna Moon","ds02017","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Moon and pine trees during a family day hike in Laguna Meadow.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","Laguna","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Acorns","","Acorns put there by the Acorn Woodpeckers that live in the Laguna Campground.","SBard_Acorns Mt Laguna 2014","ds02016","Susanne Clara Bard","","2014","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Acorns put there by the Acorn Woodpeckers that live in the Laguna Campground.","","","","","","","","","Digital photograph","16","Coast to Cactus","","© Susanne Clara Bard","Susanne Clara Bard","acorn, Laguna","Staff","Need release","","","","","Mountains","2","Cleveland National Forest","","Susanne Clara Bard"
"","Descanso store","","Hulburd Grove store Descanso","Hulburd Grove store Descanso","ds02015","","","1936","Descanso, CA","","32.8528282","-116.6158525","Attic Section","Hulburd Grove store at Descanso.","","","","","","","","","","16","Coast to Cactus","","©  Phil Unitt","Phil Unitt","Descanso","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","","Phil Unitt"
"","Laguna by auto","","Group of people, automobile at a table in the Laguna Mountains.","Group of people, automobile at a table in the Laguna Mountains SDHC","ds02014r","","","1915","Laguna Mountains, CA","","32.8803338","-116.4213936","Attic Section","Group of people with an automobile at a table in the Laguna Mountains.","","","","","","","","","","16","Coast to Cactus","","© San Diego History Center","San Diego History Center","Laguna","Need to purchase hi-res scan and permissions from SDHC","","","","","","Mountains","2","Cleveland National Forest","","San Diego History Center/date needs verification"
"","Camping by covered wagon","","SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.","Camping trip by covered wagon 6","ds02013","","","1908","Descanso, CA","","32.8528282","-116.6158525","Attic Section","The ancestors of Phil Unitt, SDNHM curator of birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","","","","","","","","","","16","Coast to Cactus","","© Phil Unitt","Phil Unitt","Cleveland National Forest, Descanso, pioneers, camping","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","",""
"","Camping by covered wagon","","Two girls (SDNHM ornithologist Phil Unitt's ancestors) on a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.","Camping trip by covered wagon 5","ds02012","","","1908","Descanso, CA","","32.8528282","-116.6158525","Attic Section","Two girls, including SDNHM curator of birds Phil Unitt's grandmother Gertude, on a camping trip to the Cuyamaca Mountains, by covered wagon.","","","","","","","","","","16","Coast to Cactus","","© Phil Unitt","Phil Unitt","Cleveland National Forest, Descanso, pioneers, camping","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","",""
"","Camping by covered wagon","","SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.","Camping trip by covered wagon 4","ds02011","","","1908","Descanso, CA","","32.8528282","-116.6158525","Attic Section","The ancestors of Phil Unitt, SDNHM curator of birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","","","","","","","","","","16","Coast to Cactus","","© Phil Unitt","Phil Unitt","Cleveland National Forest, Descanso, pioneers, camping","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","",""
"","Camping by covered wagon","","SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.","Camping trip by covered wagon 3","ds02010","","","1908","Descanso, CA","","32.8528282","-116.6158525","Attic Section","The ancestors of Phil Unitt, SDNHM curator of birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","","","","","","","","","","16","Coast to Cactus","","© Phil Unitt","Phil Unitt","Cleveland National Forest, Descanso, pioneers, camping","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","",""
"","Camping by covered wagon","","SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.","Camping trip by covered wagon 2","ds02009","","","1908","Descanso, CA","","32.8528282","-116.6158525","Attic Section","The ancestors of Phil Unitt, SDNHM curator of birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","","","","","","","","","","16","Coast to Cactus","","© Phil Unitt","Phil Unitt","Cleveland National Forest, Descanso, CA, pioneers, camping","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","",""
"","Camping by covered wagon","","SDNHM ornithologist Phil Unitt's ancestors took a camping trip to Descanso, now part of Cleveland National Forest, by covered wagon.","Camping trip by covered wagon 1","ds02008","","","1908","Descanso, CA","","32.8528282","-116.6158525","Attic Section","The ancestors of Phil Unitt, SDNHM curator of birds, took a camping trip to the Cuyamaca Mountains by covered wagon.","","","","","","","","","","16","Coast to Cactus","","© Phil Unitt","Phil Unitt","Cleveland National Forest, Descanso, pioneers, camping","Crowdsourced Scan","","","","","","Mountains","2","Cleveland National Forest","",""
